,Unnamed: 0,text,created_at,id_str,retweet_count,favorite_count,in_reply_to_screen_name,geo,source,language,followers_count,id,name_at_tweet_time,screen_name,user_location,user_created_at,search_term_group,search_term,ibm_watson_sentiment,ibm_watson_sentiment_label,textEN,ibm_watson_tranlation_character_count,textblob_polarity,textblob_subjectivity
15,1034,"@xitry7 tenho a versão dele em 240, e a mesma merda do da alienware e a do banq ja usei e já testei esses dois, o ú… https://t.co/VpJAHMiGYO",2021-11-23 19:33:23,1463229208507916288,0,0,xitry7,,Twitter Web App,pt,133,1404462519427735562,kartzy,kartzyz,,2021-06-14 15:35:44+00:00,dell,alienware,-0.96345,negative,"@xitry7 I got his version in 240, and the same shit from the alienware and the one from the banq ja I used and I've already tested these two, the u ... https://t.co/VpJAHMiGYO",140,-0.1,0.4625
16,2194,"quinta-feira, 25 de novembro de 2021

Fab: Gigabyte  | 📤 OPENBOX

Fab. ReclameAQUI: -- CUIDADO ⚠️ Respondidas: 0/13… https://t.co/1VxJ0yoLtU",2021-11-25 22:31:41,1463998855192715264,0,0,placamaebipolar,,Hardware Bipolar v1,pt,2441,1294713842690338816,PLACA-MÂE Bipolar // 🤖Monitoro preços de MoBo,placamaebipolar,,2020-08-15 19:13:37+00:00,gigabyte,Gigabyte,0.0,neutral,"Thursday, November 25, 2021

Fab: Gigabyte | 📤 OPENBOX

Fab. ReclameAQUI: -- CAUTION ⚠️ Responds: 0/13 ... https://t.co/1VxJ0yoLtU",141,0.0,0.0
17,352,"MELHOR PREÇO DO FIM DE SEMANA!

Notebook Lenovo Ideapad 3i, Intel Core i5 10210U, 8GB RAM, 256GB SSD, W10, Tela 15.… https://t.co/IpxaaXPWzK",2021-11-28 13:35:11,1464951002168180736,1,1,,,Twitter Web App,pt,71,1458425665980702724,O MELHOR NOTEBOOK PARA VOCÊ!,ajudantbk,Goiânia,2021-11-10 13:26:03+00:00,lenovo,ideapad,0.8537049999999999,positive,"BEST PRICE OF THE WEEKEND!

Notebook Lenovo Ideapad 3i, Intel Core i5 10210U, 8GB RAM, 256GB SSD, W10, Screen.Tela 15 .... -https://t.co/IpxaaXPWzK",140,1.0,0.3
18,1410,"Asus NVIDIA Geforce RTX 3090, 19.5 Gbps, 24GB, GDDR6X, Branco - ROG-STRIX-RTX3090-24G-W...

😃 REDUZIU e CUSTA: R$ 2… https://t.co/5R2EwONGcU",2021-11-26 11:35:01,1464195986008555520,0,1,,,gpubipolar,pt,17006,1285199873890045953,GPU Bipolar,gpubipolar,,2020-07-20 13:08:51+00:00,asus,rog strix,-0.23943899999999999,negative,"Asus NVIDIA Geforce RTX 3090, 19.5 Gbps, 24GB, GDDR6X, White-ROG-STRIX-RTX3090-24G-W. ..

😃 REDUCED and COSTS: R$ 2 ... -https://t.co/5R2EwONGcU",141,0.0,0.0
19,2029,RT @MURIEL_DA_DEPRE: Cada vez q eu vejo essas brigas entre organizadas do próprio time mais eu me vejo junto com os coroas na Sul inferior…,2021-11-24 01:32:58,1463319700566421504,3,0,,,Twitter for Android,pt,1265,1026135956007608320,Duudaaᶠᶠᶜ ミ☆🇭🇺,duudaa_ffc,Penha / Ilha do Governador,2018-08-05 16:00:51+00:00,sony,vaio,-0.8238690000000001,negative,RT @MURIEL_DA_DEPRE: Each time q I see these fights between organized from the team itself plus I see myself along with the crowns in the lower South ...,139,0.0,0.0
20,2369,"Atualizou o Produto: Placa de Video Gigabyte GeForce RTX 3060 Ti Gaming OC PRO, LHR, 8GB, GDDR6, 256-bit, GV-N306TG… https://t.co/SG97EJs2QI",2021-11-25 21:14:34,1463979447334453248,0,1,,,placasdevideo.com,pt,2606,1375281889682944002,placasdevideo.com,Xplacasdevideo,,2021-03-26 03:02:22+00:00,gigabyte,Gigabyte,0.8613059999999999,positive,"Updated the Product: Video Board Gigabyte GeForce RTX 3060 Ti Gaming OC PRO, LHR, 8GB, GDDR6, 256-bit, GV-N306TG ... https://t.co/SG97EJs2QI",140,0.0,0.0
21,1180,@alinezitadias Sim essa https://t.co/VJCUI0n3K1,2021-11-26 12:25:15,1464208629817659392,0,4,alinezitadias,,Twitter for Android,pt,48,2564373959,Denis Alexandre,DenisDenismagni,"Itajaí, Brasil",2014-05-26 00:21:57+00:00,lenovo,ideapad,0.596059,positive,@alinezitadias Yes this https://t.co/VJCUI0n3K1,47,0.0,0.0
22,1022,"Notebook Lenovo Ultrafino Ideapad 3 R5-5500u 8gb 256gb Ssd Linux 15.6 82mfs00100 Cinza

R$ 2.617,25
Preço Promocion… https://t.co/UAhfDAKHzN",2021-11-26 17:18:35,1464282450578837504,0,0,,,Twitter Web App,pt,86,848110754,Mão de Vaca,MaoDeVacaDesc,,2012-09-26 20:55:57+00:00,lenovo,ideapad,0.387364,positive,"Lenovo Notebook Ultrafine Ideapad 3 R5-5500u 8gb 256gb Ssd Linux 15.6 82mfs00100 Gray

R$ 2,617.25 Price Promocion ... https://t.co/UAhfDAKHzN",140,0.0,0.0
23,1816,"@ASaoblack Se o PT apoia, aplaude, festeja, concorda!!! 
Eu desapoio, vaio, sou contra, discordo!!!
Quem perde é o país, e não o governo.",2021-11-25 18:53:13,1463943874611720192,0,0,ASaoblack,,Twitter for Android,pt,24,351809368,🇧🇷Tarcisio da Ross🇧🇷,tarcisio5tech,,2011-08-09 19:21:52+00:00,sony,vaio,0.478149,positive,"@ASaoblack If the PT supports, applaude, fam, agree !!! I dissupport, vaio, I am against, I disagree !!!
Who loses is the country, and not the government.",137,-0.3,0.1
24,2093,@submarino VAIO AÍÍÍÍÍÍÍÍ #SubFriday,2021-11-23 18:22:09,1463211282669219840,0,0,submarino,,Twitter Web App,pt,128,1363784702537121794,Jam cansou da vida🚨📖,Dr_DrakeRamory,dentro do seu coração,2021-02-22 09:36:34+00:00,sony,vaio,0.5851970000000001,positive,@submarino VAIO AIÍÍÍÍÍÍ #SubFriday,36,0.0,0.0
25,802,"O Produto voltou ao estoque: PLACA DE VÍDEO ASUS ROG STRIX GEFORCE RTX 3080 V2, LHR, 10GB, GDDR6X, DLSS, RAY TRACIN… https://t.co/6lUYKFzpXx",2021-11-26 21:03:09,1464338964685508608,0,0,,,placasdevideo.com,pt,2606,1375281889682944002,placasdevideo.com,Xplacasdevideo,,2021-03-26 03:02:22+00:00,asus,rog strix,0.610746,positive,"Product has returned to stock: VIDEO BOARD ASUS ROG STRIX GEFORCE RTX 3080 V2, LHR, 10GB, GDDR6X, DLSS, RAY TRACIN ... https://t.co/6lUYKFzpXx",140,0.0,0.0
26,514,"iphone 13 tá mais caro que um macbook pro m1 de 2020, acho que alguém perdeu a noção da realidade",2021-11-24 17:03:52,1463553970354507776,0,1,,,Twitter for iPhone,pt,49,1175245813368406016,Marcela,vidademarcela,Porto Alegre,2019-09-21 03:10:32+00:00,apple,macbook pro,-0.970669,negative,"iphone 13 It's more expensive than a 2020 macbook pro m1, I think someone has lost track of reality",97,0.0,0.6
27,985,@Thinkpad_dede faz uns anos que eu tava tentando entender tbm KKKK,2021-11-23 23:48:03,1463293298278342656,0,1,Thinkpad_dede,,Twitter Web App,pt,107,1148344322934366209,𝖕𝖆𝖙𝖔.,duck98_,"São Bernardo do Campo, Brasil",2019-07-08 21:33:16+00:00,lenovo,thinkpad,0.0,neutral,@Thinkpad_dede It's been a few years since I was trying to understand tbm KKKK,66,-0.2,0.1
28,626,"Estou a vender o meu portátil antigo!

Com a troca para Mac, já não necessito do portátil antigo que é um ASUS Zenb… https://t.co/jnpOtxxlXy",2021-11-22 17:16:08,1462832279768768512,2,14,,,Twitter Web App,pt,7335,54599495,João Ferreira 📸,itsmeERROR,Portugal,2009-07-07 16:37:24+00:00,asus,zenbook,-0.730761,negative,"I am selling my old portable!

With the exchange for Mac, no longer in need of the old portable that is an ASUS Zenb ... https://t.co/jnpOtxxlXy",140,0.1125,0.2
29,1123,"Atualizou o Produto: Placa de Vídeo Asus NVIDIA Geforce RTX 3090, 19.5 Gbps, 24GB, GDDR6X, Branco - ROG-STRIX-RTX30… https://t.co/HgQh8zyuFO",2021-11-26 13:15:40,1464221318770003968,0,0,,,placasdevideo.com,pt,2606,1375281889682944002,placasdevideo.com,Xplacasdevideo,,2021-03-26 03:02:22+00:00,asus,rog strix,0.0,neutral,"Updated the Product: Asus Video Board NVIDIA Geforce RTX 3090, 19.5 Gbps, 24GB, GDDR6X, White-ROG-STRIX-RTX30 ... https://t.co/HgQh8zyuFO",140,0.0,0.0
30,2170,"quinta-feira, 25 de novembro de 2021

Fab: Gigabyte  | 🥷 Prime Desconto

Fab. ReclameAQUI: -- CUIDADO ⚠️ Respondida… https://t.co/kyd7B6CqB2",2021-11-25 16:59:46,1463915326215700480,0,1,gpubipolar,,gpubipolar,pt,17006,1285199873890045953,GPU Bipolar,gpubipolar,,2020-07-20 13:08:51+00:00,gigabyte,Gigabyte,-0.548696,negative,"Thursday, November 25, 2021

Fab: Gigabyte | 🥷 Prime Discount

Fab. ReclameAQUI: -- CAUTION ⚠️ Responded ... https://t.co/kyd7B6CqB2",141,0.0,0.0
31,1498,"#promoção #oferta  Cooler para Processador Gigabyte Aorus - R$ 399,92  #informatica #BlackFriday #BlackFriday2021 https://t.co/7TJfh4JWYm",2021-11-27 17:27:02,1464646962985455616,0,1,,,Promobit,pt,24490,2256456476,Promobit,PromobitOficial,Brasil,2013-12-21 13:10:59+00:00,gigabyte,Gigabyte,0.697765,positive,#promoção #oferta Cooler for Processor Gigabyte Aorus-R$ 399.92 #informatica #BlackFriday #BlackFriday2021 https://t.co/7TJfh4JWYm,137,0.0,0.0
32,355,"@__ruda__ Tenho um MacBook, não Pro mas da mesma época, e que parou no 10.7 pois foi decretado que ele não seria 64… https://t.co/SLe5KURuM0",2021-11-28 12:22:34,1464932728537862144,0,2,__ruda__,,Twitter Web App,pt,130,2842307121,Giovanni Nunes,plainspooky,Campinas/SP (Arrakis?),2014-10-24 01:33:47+00:00,apple,macbook pro,-0.768396,negative,"@__ruda__ I have a MacBook, not Pro but of the same time, and that stopped in the 10.7 as it was decreed that it would not be 64 ... -https://t.co/SLe5KURuM0",140,0.0,0.125
33,329,"@beafinancas Dell é ruim demais
Negócio é Lenovo. Thinkpad for life.",2021-11-25 13:47:56,1463867049625755648,0,0,beafinancas,,TweetDeck,pt,179,72098075,Jorge,JorgeBaka,Rio de Janeiro,2009-09-06 18:51:53+00:00,lenovo,thinkpad,-0.726474,negative,@beafinancas Dell is bad too much Business is Lenovo. Thinkpad for life.,68,-0.24999999999999992,0.43333333333333335
34,1627,"[Americanas] Vaio FE14 Core i3 10ª Geração Windows 10 Home ssd - Branco R$ 2593,83 #desconto #oferta #promocao… https://t.co/EMLGA4xprK",2021-11-26 01:35:06,1464045011671166976,0,0,,,promos_collector,pt,356,1324387343508426755,"Promoções, ofertas e descontos",promos_follower,,2020-11-05 16:26:12+00:00,sony,vaio,0.58235,positive,[American] Vaio FE14 Core i3 10ª Generation Windows 10 Home ssd-White R$ 2593.83 #desconto #oferta #promocao... https://t.co/EMLGA4xprK,135,0.0,0.0
35,62,"Leilão da Receita Federal oferece iPhone 12 por R$ 2 mil, MacBook Pro, PS4 e lotes de celulares Xiaomi… https://t.co/xSwiwdZbzH",2021-11-29 16:18:04,1465354384896774144,1,0,,,dlvr.it,pt,324,1103683174478032896,Feedy News 🇧🇷,feedynewsBR,Brasil,2019-03-07 15:45:49+00:00,apple,macbook pro,0.0,neutral,"Federal Revenue Auction offers iPhone 12 for R$ 2 thousand, MacBook Pro, PS4 and batches of Xiaomi mobile phones ... https://t.co/xSwiwdZbzH",127,0.1,0.0
36,1103,"Falando nisso, tô vendendo meu ideapad 😁 https://t.co/zFR5gx2Fwm",2021-11-26 14:33:19,1464240856161046528,0,0,rafaelkola,,Twitter for iPhone,pt,3,1388294975373336583,Rafael Kohler,rafaelkola,,2021-05-01 00:51:42+00:00,lenovo,ideapad,0.376672,positive,"Speaking of which, I'm selling my ideapad 😁 https://t.co/zFR5gx2Fwm",65,0.0,0.0
37,491,RT @silmendesss: hoje só um MacBook Pro da Apple me faria feliz,2021-11-21 11:25:58,1462381769110470656,1,0,,,Twitter for iPhone,pt,2624,273533166,RAIO DOURADO DE KONOHA,__MatheusAguiar,,2011-03-28 17:37:32+00:00,apple,macbook pro,0.959767,positive,RT @silmendesss: today only a MacBook Pro from Apple would make me happy,63,0.4,1.0
38,1172,"Bora melhorar o seu PC! Pruumo de placa mãe? estamos tendo

Saiba mais em ▶ https://t.co/4FL0qNHvGy https://t.co/oSPZ8IfaP2",2021-11-29 19:30:15,1465402747767955456,1,9,,,mLabs - Gestão de Redes Sociais,pt,98361,73205523,Pichau Informática,pichauinfo,"Joinville, Brasil",2009-09-10 19:59:33+00:00,gigabyte,Gigabyte,0.788179,positive,"Bora improve your PC! Mother board pruumo? we're having

Learn more at ▶ https://t.co/4FL0qNHvGy https://t.co/oSPZ8IfaP2",123,0.5,0.5
39,177,"OFERTA DO DIA! AINDA ESTÁ COM UM ÓTIMO PREÇO!

Notebook Lenovo Ideapad 3i, Intel Core i5 10210U, 8GB RAM, 256GB SSD… https://t.co/aLzx8boNss",2021-11-29 11:48:33,1465286555229163520,0,0,,,Twitter Web App,pt,71,1458425665980702724,O MELHOR NOTEBOOK PARA VOCÊ!,ajudantbk,Goiânia,2021-11-10 13:26:03+00:00,lenovo,ideapad,0.730571,positive,"OFFER OF THE DAY! STILL WITH A GREAT PRICE!

Notebook Lenovo Ideapad 3i, Intel Core i5 10210U, 8GB RAM, 256GB SSD ... https://t.co/aLzx8boNss",140,1.0,0.75
40,19,"RT @HaruJiggly: Qual tipo de gamer você é? Pra todos os tipos, a chance de aproveitar a Black Friday é agora! Imagina o que dá pra fazer co…",2021-11-28 15:36:42,1464981583279001600,23,0,,,Twitter for Android,pt,678,95640532,Matheus Turella🇧🇷🇨🇦,matteoturella,"British Columbia, Canada",2009-12-09 12:58:37+00:00,dell,alienware,0.870807,positive,"RT @HaruJiggly: What kind of gamer are you? For all kinds, the chance to enjoy Black Friday is now! Imagines what it gives to make co. ..",140,0.2638888888888889,0.611111111111111
41,67,@Morderyn Por 12k tu compra um MacBook M1 que da um pau nesse Alienware,2021-11-27 11:10:49,1464552286345117696,0,1,Morderyn,,Twitter for iPhone,pt,98,36861965,Marcos Sartori,marlls1989,,2009-05-01 02:48:26+00:00,dell,alienware,-0.8549700000000001,negative,@Morderyn By 12k you buy a MacBook M1 that from a stick in this Alienware,71,0.0,0.0
42,1897,"é obvio q sempre vaio ter novas formações, e talz, MAS nunca nada vai superar as antigas (menção honrosa para SPD),… https://t.co/vfezqzTq56",2021-11-22 18:49:42,1462855826721460224,0,0,Gnooumo,,Twitter Web App,pt,35,385613251,Gnom,Gnooumo,,2011-10-05 20:16:14+00:00,sony,vaio,0.41453199999999996,positive,"it is obvio q always vaio to have new formations, and talz, MAS never nothing will overcome the old ones (honorable mention for SPD), ... https://t.co/vfezqzTq56",140,0.11818181818181818,0.32727272727272727
43,1669,"@jackelyneCampos @Euclides_crf O fardo vai ser mt grande pra ele aguentar. Eu não sou do tipo que vaio, mas vão ter… https://t.co/Q6HQLUVfig",2021-11-27 23:00:32,1464730890878267392,0,4,jackelyneCampos,,Twitter Web App,pt,173,1427342950581866501,Pognei,Pognei_CRF,"Tondela, Portugal",2021-08-16 18:56:41+00:00,sony,vaio,-0.8776379999999999,negative,"@jackelyneCampos @Euclides_crf The burden is going to be mt great for him to endure. I'm not the kind that vaio, but are going to have ... https://t.co/Q6HQLUVfig",140,0.7,0.825
44,1519,"Quatro marcas de notebook que eu jamais teria receio de comprar: 

- Sony vaio 
- Asus 
- Acer 
- Apple",2021-11-26 11:32:32,1464195362030239744,0,0,,,Twitter for iPhone,pt,206,53071946,rbk com k,bekacontente,Olinda Pernambuco,2009-07-02 14:08:49+00:00,sony,vaio,0.0,neutral,"Four notebook brands that I would ever be afraid to buy: 

-Sony vaio-Asus-Acer-Apple",103,-0.6,0.9
45,1412,"Asus NVIDIA Geforce RTX 3090, 19.5 Gbps, 24GB, GDDR6X, Branco - ROG-STRIX-RTX3090-24G-W...

🙁 SUBIU e AGORA CUSTA:… https://t.co/3rrGRFi0mv",2021-11-25 19:03:30,1463946463948464128,0,0,,,gpubipolar,pt,17006,1285199873890045953,GPU Bipolar,gpubipolar,,2020-07-20 13:08:51+00:00,asus,rog strix,0.502887,positive,"Asus NVIDIA Geforce RTX 3090, 19.5 Gbps, 24GB, GDDR6X, White-ROG-STRIX-RTX3090-24G-W. ..

🙁 WENT up and NOW IT COSTS: ... https://t.co/3rrGRFi0mv",140,0.0,0.0
46,214,#adrenalive tô pensando em comprar um Acer predator helios 300 da 11°com a 3060 2x16 de ram não chego ainda mais ac… https://t.co/QktlHzRmin,2021-11-26 00:56:22,1464035264196657152,0,0,,,Twitter for Android,pt,0,1411651252593758211,rieidi,rieidi2,,2021-07-04 11:41:11+00:00,acer,acer predator,-0.737583,negative,#adrenalive I'm thinking about buying a 11 ° 11 ° Acer predator helios with the 3060 2x16 of ram I don't get even more ac ... https://t.co/QktlHzRmin,140,0.5,0.5
47,2189,tenho mil pessoas silenciadas JAMAIS por inúmeros motivos diferentes https://t.co/IT5zHCGkyi,2021-11-25 22:48:10,1464003003787227136,0,0,,,Twitter for Android,pt,735,3363123251,giovanna,Gii_Gigabyte,021 // 022,2015-07-06 21:38:18+00:00,gigabyte,Gigabyte,0.430079,positive,have a thousand people silenced NEVER for numerous different motifs https://t.co/IT5zHCGkyi,92,0.0,0.55
48,1056,"Atualizou o Produto: Placa de Vídeo Asus ROG Strix RTX 3070 V2 OC, 14 Gbps, O8G GDDR6, DLSS, LHR, Ray Tracing, Whit… https://t.co/GTLjQqQtJU",2021-11-26 02:55:20,1464065206628364288,0,0,,,placasdevideo.com,pt,2606,1375281889682944002,placasdevideo.com,Xplacasdevideo,,2021-03-26 03:02:22+00:00,asus,rog strix,0.0,neutral,"Updated the Product: Asus Video Board ROG Strix RTX 3070 V2 OC, 14 Gbps, O8G GDDR6, DLSS, LHR, Ray Tracing, Whit ... https://t.co/GTLjQqQtJU",140,0.0,0.0
49,1291,@Souza__Paes KKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKK confirma?? @DuduDutz @onlyackrman @juaunlu,2021-11-28 14:24:08,1464963322688815104,0,1,Souza__Paes,,Twitter for Android,pt,735,3363123251,giovanna,Gii_Gigabyte,021 // 022,2015-07-06 21:38:18+00:00,gigabyte,Gigabyte,0.534687,positive,@Souza__Paes KKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKK confirms? @DuduDutz @onlyackrman @juaunlu,91,0.0,0.0
50,2119,"Atualizou o Produto: Placa de Video Gigabyte GeForce RTX 3080 Ti Gaming OC 12GB GDDR6X 384-bit, GV-N308TGAMING OC-1… https://t.co/1MN4RTQFb6",2021-11-26 12:17:32,1464206688500826112,0,0,,,placasdevideo.com,pt,2606,1375281889682944002,placasdevideo.com,Xplacasdevideo,,2021-03-26 03:02:22+00:00,gigabyte,Gigabyte,0.799082,positive,"Updated the Product: Video Board Gigabyte GeForce RTX 3080 Ti Gaming OC 12GB GDDR6X 384-bit, GV-N308TGAMING OC-1 ... https://t.co/1MN4RTQFb6",140,0.0,0.0
51,2388,"Como veis este monitor #gaming #Gigabyte de @aorus_es?
https://t.co/gOafSFv9Xc",2021-11-23 14:57:21,1463159741505585152,0,0,,,Twitter for Android,pt,804,788020085453619200,Foster Tag (Javier) WG 🐺,fostertag6,"Huesca, Aragón",2016-10-17 14:13:24+00:00,gigabyte,Gigabyte,0.0,neutral,How should this monitor #gaming #Gigabyte from @aorus_es? https://t.co/gOafSFv9Xc,78,0.0,0.0
